,site_id,FType,FCode,x,y,area_m2,lon,lat,elevation
5178,nhdhr_126591257,390,39004,233,180,529614.029107958,-95.76540588436815,47.50987462033611,385
11523,nhdhr_53461851,390,39004,307,107,529732.760384013,-86.55979361935461,38.48289123087224,175
9280,nhdhr_59805477,390,39004,242,176,529776.194858804,-94.69684679315928,47.03543859945714,427
740,nhdhr_121933768,390,39009,422,132,529812.55711442,-72.22786227461376,41.554241424732936,133
7043,nhdhr_45363487,390,39004,245,161,529832.262022898,-94.3062496441353,45.14895760429575,308
4969,nhdhr_155637598,390,39009,316,134,530359.490588358,-85.42362078594607,41.83876701445377,259
12317,nhdhr_68838381,390,39004,290,162,530573.704676291,-88.63325630762688,45.32479703743764,406
11667,nhdhr_122482220,390,39009,3,142,530724.51060401,-124.50875405328159,42.75383913356187,4
9794,nhdhr_145869989,390,39004,185,137,530761.462996201,-101.81052443984835,42.13980745514714,1143
5705,nhdhr_86281017,390,39004,233,171,530765.426784005,-95.83859190254515,46.37581000338262,402
2910,nhdhr_143249311,390,39004,292,144,530895.040881086,-88.42889839427076,43.085467139778146,266
7490,nhdhr_86275133,390,39004,232,174,530959.556400333,-95.90917862371089,46.78002298583772,406
4692,nhdhr_155635854,390,39009,319,137,530985.119617393,-85.11886627246213,42.17975452114721,275
2637,nhdhr_143250923,390,39004,290,141,531054.543326854,-88.6420366681436,42.64206070163323,269
5770,nhdhr_45362109,390,39004,241,161,531186.082780465,-94.82449622486138,45.2098689782998,355
9371,nhdhr_120019970,390,39004,250,171,531260.028575227,-93.6304276954159,46.49491849654913,379
11617,nhdhr_149199148,390,39004,24,149,531297.772547552,-121.9722821754107,43.742996793468095,1738
7440,nhdhr_80999011,390,39004,267,183,531347.831800041,-91.5736498040001,47.964508842223786,434
8460,nhdhr_120020595,390,39004,277,183,531388.896026529,-90.34303362903788,47.914520668997625,576
7467,nhdhr_126210914,390,39004,230,168,531410.446246486,-96.18317974892616,46.08903959505257,326
9996,nhdhr_{0A287049-60F2-40C2-B83A-F3B07D3F968C},390,39004,425,155,531682.504792988,-71.87142043502494,44.40019164611864,407
7223,nhdhr_120020304,390,39004,256,163,531854.572195902,-92.8761728572079,45.385437095051955,271
11581,nhdhr_{222C2638-29D2-4856-B8BE-9518917D53C5},390,39004,13,147,532090.985591942,-123.26836491823325,43.377144572128046,234
4472,nhdhr_70333395,390,39004,286,166,532095.190235649,-89.16224412540035,45.80275106040845,497
5255,nhdhr_72861965,390,39004,244,176,532766.3111058971,-94.4481502444014,47.01245032964655,408
5982,nhdhr_120020398,390,39004,256,159,532824.498315632,-92.91219546676408,44.9767319367764,272
11729,nhdhr_130937693,390,39004,21,175,532842.8758869211,-122.36559139903945,46.884855908440066,185
11955,nhdhr_76156569,390,39004,294,162,532910.718670042,-88.24145620266499,45.254623246698806,257
7205,nhdhr_120020464,390,39004,255,177,532926.605219124,-93.0189158796937,47.23864976035056,403
11285,nhdhr_{7B4E27C9-219E-4DC8-A92C-0E9E219884F9},390,39004,416,158,533628.129622501,-72.99393862847954,44.80698486633765,192
6911,nhdhr_114336399,390,39004,231,166,533847.768029675,-96.11379654832324,45.794288415213444,325
3814,nhdhr_70336953,390,39004,284,164,533997.089809769,-89.43794367531109,45.50066978696318,498
8396,nhdhr_120020142,390,39004,264,177,534099.22058083,-91.9151218633345,47.208421220521004,451
2022,nhdhr_112050459,390,39009,349,18,534215.556508671,-81.36926215431605,27.285383812734256,24
2495,nhdhr_155494289,390,39004,275,139,534270.5409770571,-90.60960756162251,42.46434357497946,185
10835,nhdhr_143464424,390,39009,200,88,534289.502470376,-99.92230476988506,36.05897922045784,680
6468,nhdhr_45365725,390,39004,248,160,534416.297657792,-93.95481883040064,45.05755921725554,303
6174,nhdhr_120019742,390,39004,239,166,534610.422252478,-95.03068792049028,45.833691730825606,379
11845,nhdhr_74923947,390,39004,275,169,534703.5343305271,-90.61822317907148,46.167926174753454,457
7266,nhdhr_105954239,390,39004,261,184,534773.61357889,-92.26249384203692,48.022695984853144,427
12205,nhdhr_151949047,390,39004,265,165,535010.83058302,-91.76110474275066,45.62628101124506,381
7709,nhdhr_80001837,390,39004,252,180,535247.384767849,-93.44799627377493,47.572330419867924,418
3115,nhdhr_34380616,390,39004,237,112,535510.209567231,-95.30058665155623,39.014653814308545,253
1564,nhdhr_112044915,390,39009,347,21,535531.803213503,-81.53665022201514,27.72428618276835,30
7012,nhdhr_45362995,390,39004,242,161,535844.051854592,-94.72527010661362,45.17488811667403,357
7620,nhdhr_120019005,390,39004,246,175,536724.535667427,-94.19914640914564,46.965559640151746,400
4327,nhdhr_82819488,390,39004,313,148,536781.611548916,-85.85428177386898,43.531744425916145,240
7650,nhdhr_90770579,390,39004,249,180,537082.851705421,-93.85542262727438,47.62304528459979,404
9413,nhdhr_80003839,390,39004,253,178,537233.879010295,-93.34736484471556,47.32724503497299,406
4936,nhdhr_110734477,390,39004,295,172,537369.0513892521,-88.11661315348793,46.60068354263864,525
5308,nhdhr_120018954,390,39004,248,176,537381.980681453,-93.9201446938998,47.10715174765628,409
9165,nhdhr_114542157,390,39004,276,183,537469.958342422,-90.40658088848507,47.90457136855537,562
9555,nhdhr_80997393,390,39004,271,184,537629.879068709,-91.06037350830006,48.004311386341655,490
4281,nhdhr_70335573,390,39004,283,165,538200.1404645221,-89.54228621090954,45.65354838645329,484
9379,nhdhr_90771061,390,39004,251,180,538296.267384816,-93.57880556039235,47.571192435065605,420
646,nhdhr_70218767,390,39012,135,109,538368.975140974,-108.03295359004144,38.71244369354327,1561
9902,nhdhr_131930917,390,39009,71,138,538487.286188183,-116.1153201289578,42.29577906271957,1652
6994,nhdhr_59805597,390,39004,240,176,538697.447123592,-94.90416788609907,47.02864276927424,438
8777,nhdhr_91596333,390,39004,248,158,538763.113524517,-93.89560197288924,44.775063383307504,295
11095,nhdhr_121406676,390,39009,98,136,538794.288446629,-112.69134766187076,42.08009752476097,1401
9668,nhdhr_55322091,390,39004,121,160,538855.7660766611,-109.78934748765933,45.09164555433575,3018
11725,nhdhr_155195184,390,39009,18,187,538890.58128766,-122.65578467021619,48.394093598496845,2
1090,nhdhr_78690653,390,39009,346,23,538915.7607255239,-81.65943832484456,27.99649360077357,38
9294,nhdhr_72863673,390,39004,243,175,539081.915937547,-94.50601849160498,46.9179516613686,415
6061,nhdhr_80992875,390,39004,263,186,539426.343395818,-92.02968099803104,48.288540869973275,366
8250,nhdhr_120020972,390,39004,249,175,539485.0450597779,-93.76182207533459,46.942091773988,394
8768,nhdhr_45725992,390,39004,248,162,539520.13195177,-93.95920193165242,45.359971977598676,292
8144,nhdhr_45378878,390,39004,241,167,539603.985531799,-94.82285385967803,45.87584901349026,400
1008,nhdhr_134533341,390,39004,337,41,539641.1390361179,-82.76812376723841,30.211914569736887,26
4188,nhdhr_{98313CD3-329F-4BBA-B4C4-E460ECD25D97},390,39004,316,140,539723.496389359,-85.39877964873301,42.53858655045819,283
9488,nhdhr_111727657,390,39004,260,171,539790.40105366,-92.44932263819544,46.41556742605064,348
9334,nhdhr_120019007,390,39004,247,175,539888.120287623,-94.01274911535471,46.960428665203885,400
5920,nhdhr_34243452,390,39004,252,152,540322.579842366,-93.45254908429916,44.102157529928895,339
5737,nhdhr_123111052,390,39004,236,184,540389.433723031,-95.44395172916592,48.00838985880733,359
4817,nhdhr_152707939,390,39004,318,143,540436.334314479,-85.12758675628916,42.94067904150967,222
2056,nhdhr_138369031,436,43600,358,13,540787.478430448,-80.24539228771577,26.6593265952777,4
6647,nhdhr_107072610,390,39004,261,178,540955.134329507,-92.33101813960276,47.32936079053285,421
11101,nhdhr_78837691,390,39009,109,116,541040.8344842211,-111.26842497299067,39.590680286248336,2748
870,nhdhr_68087777,390,39009,346,24,541267.296414879,-81.74602766411715,28.11935519402731,39
12082,nhdhr_77358058,390,39004,280,167,541537.022616517,-89.95666864890156,45.92221278877386,487
8786,nhdhr_91594115,390,39004,249,158,541562.570248968,-93.83403914253442,44.867138809715854,295
11521,nhdhr_155385324,390,39004,304,119,541643.12093721,-86.9688119640377,39.96461012092132,228
10275,nhdhr_167740472,390,39004,403,127,541647.443495146,-74.53474071209294,40.92770866202222,243
10923,nhdhr_120022493,390,39009,375,131,541831.115856517,-78.02559843137836,41.41750354820866,280
9346,nhdhr_59747621,390,39004,248,171,542137.969182802,-93.88391950312037,46.4243842002553,386
9568,nhdhr_80995367,390,39004,275,184,542418.415579661,-90.58639891587411,48.06110862879272,570
8157,nhdhr_120018960,390,39004,243,176,542712.0475148429,-94.59341451945019,47.090448702687176,401
7457,nhdhr_122850150,390,39009,227,158,542726.11517598,-96.6144743133867,44.82877178263718,512
7044,nhdhr_59811925,390,39004,245,171,543144.637156335,-94.30361574858964,46.41891361718523,365
7516,nhdhr_82958011,390,39004,235,156,543313.191502584,-95.53308409224763,44.61383318739072,318
3556,nhdhr_129738545,390,39004,429,138,543328.7967942429,-71.37044096951652,42.30534069578636,41
5818,nhdhr_45366125,390,39004,245,160,543364.617894612,-94.26142693393862,45.034154448836794,316
8047,nhdhr_121545315,390,39004,230,174,543891.34629068,-96.23488440997276,46.77767123285774,393
981,nhdhr_122165309,390,39009,315,43,543907.4400789479,-85.56756139943519,30.45905955543753,12
5559,nhdhr_45359389,390,39004,242,162,543916.139731906,-94.6600158428295,45.33637092329136,342
9504,nhdhr_107069636,390,39004,262,182,544186.583767356,-92.16328799343229,47.76660407673595,452
797,nhdhr_99336803,390,39004,336,41,544430.881780176,-82.89754592762071,30.23800546040369,33
8644,nhdhr_166870380,390,39004,237,167,544567.573307898,-95.37437658654746,45.894457166237856,420
4802,nhdhr_152707304,390,39004,314,145,544645.738001053,-85.6656727206433,43.17658955366253,234
2866,nhdhr_121623697,390,39004,293,141,544982.869335389,-88.28285950936443,42.627742330273,244
9540,nhdhr_114545965,390,39004,269,178,545074.084172707,-91.25511958903114,47.34781293653489,377
11261,nhdhr_{327C4B06-6DB8-4FC1-90F7-950A53BB6422},390,39004,419,156,545203.2583851439,-72.60815371497777,44.570091045792076,172
4982,nhdhr_157067969,390,39004,317,141,545434.60687275,-85.26971485353745,42.696110618097656,241
247,nhdhr_149137486,390,39004,119,74,545754.120548454,-110.0686193260582,34.27297569582256,1914
7836,nhdhr_87817835,390,39004,265,178,545765.1405658029,-91.8232016199332,47.335846431893565,482
7067,nhdhr_45728476,390,39004,247,162,545951.994145019,-94.02751058748592,45.30801618404139,306
12386,nhdhr_76156807,390,39004,294,161,546274.511572991,-88.17299532934399,45.161953225672356,256
6963,nhdhr_121838285,390,39004,236,178,546339.445843264,-95.39105259539606,47.292673860716455,459
8585,nhdhr_122548388,390,39004,229,162,546452.18098097,-96.35805824658512,45.32201087318222,320
6198,nhdhr_90769237,390,39004,248,182,546515.6726691279,-93.97047529298145,47.751978659791185,405
11291,nhdhr_{2C5F5C54-CDCF-4589-807E-B974E1A9220D},390,39004,420,155,546763.825507724,-72.44151866623079,44.407838440539294,328
11938,nhdhr_75661107,390,39004,286,153,547092.719461888,-89.16244218010168,44.23273152448957,271
2803,nhdhr_143250338,390,39004,291,142,547315.030667125,-88.60024026344729,42.85939701215497,247
6526,nhdhr_90770701,390,39004,251,180,547477.01484661,-93.507037076234,47.60324942572765,415
9288,nhdhr_59720219,390,39004,243,174,547542.44114637,-94.57687060689508,46.84793833984395,435
11991,nhdhr_76245890,390,39004,267,158,548403.465033905,-91.52160418870287,44.8084135948159,246
8874,nhdhr_80001793,390,39004,254,180,548542.9112662671,-93.18738363658008,47.577860419212634,422
12364,nhdhr_152372241,390,39004,284,163,548590.445176627,-89.46718438453932,45.42472960692898,524
10604,nhdhr_147891853,390,39009,207,167,548817.305034213,-99.03957899035656,45.89016128701535,615
7110,nhdhr_34133599,390,39004,250,158,548839.628521862,-93.68029327902364,44.865249641200734,286
3155,nhdhr_148767678,390,39004,229,121,549015.342205151,-96.30369491924469,40.16681277417217,403
3951,nhdhr_70333969,390,39004,280,166,549412.900628722,-89.9578009034931,45.78531662895112,480
980,nhdhr_122184244,390,39004,315,41,549663.573348757,-85.60881296154047,30.138794162535593,0
3221,nhdhr_120023270,390,39009,321,108,550048.5846327,-84.87377918219825,38.50042494816272,233
2690,nhdhr_150624644,390,39004,287,114,550102.429696793,-89.02160747243703,39.37188050633212,195
9241,nhdhr_107114914,390,39004,236,173,550175.210511155,-95.45101698287372,46.68815840659325,446
7614,nhdhr_59749225,390,39004,246,169,550330.608903935,-94.22124943574472,46.213895280891954,357
1465,nhdhr_58683129,390,39009,339,25,550923.34902399,-82.57426083812092,28.16947120488334,14
3549,nhdhr_136863251,390,39009,426,141,550958.478400638,-71.67644086659001,42.74029486740826,78
3253,nhdhr_56130074,390,39004,306,105,551089.9401738229,-86.64320162942087,38.12731973295063,138
5784,nhdhr_120020809,390,39004,242,173,551420.958758665,-94.6637066492328,46.67069180732078,433
213,nhdhr_136872168,390,39004,124,72,551779.9528989571,-109.43620727625273,34.03269417773552,2506
11680,nhdhr_52133765,390,39009,64,184,551814.322805339,-116.97144807793079,48.00856226587071,687
4353,nhdhr_155637728,390,39009,318,134,551934.305062691,-85.16376055018873,41.79548828453872,288
3705,nhdhr_127647317,390,39009,427,134,552019.125862764,-71.55325140837068,41.86122031465053,83
12081,nhdhr_157076187,390,39004,278,148,552021.306827027,-90.18878788271952,43.60207263308285,290
5147,nhdhr_121544841,390,39004,229,174,552260.612881304,-96.25057471003363,46.86152168465805,379
6677,nhdhr_120019284,390,39004,267,181,552370.862929614,-91.61864617157549,47.64468447061353,518
9441,nhdhr_120020477,390,39004,254,177,552377.931098513,-93.13957409429577,47.12651886128431,395
4976,nhdhr_152707044,390,39004,317,146,552558.6775364879,-85.34703895826887,43.31666942703116,266
12395,nhdhr_139260573,390,39004,296,151,552680.942053509,-87.93846810661856,43.9248969083066,271
6654,nhdhr_69546547,390,39004,262,167,553053.035173939,-92.24173357762012,45.92130051141168,299
10715,nhdhr_132140281,390,39004,193,182,553123.646448141,-100.86830689737305,47.76271201890971,593
2224,nhdhr_107777671,390,39009,349,28,553237.022981975,-81.27260293125073,28.624819268824268,14
10292,nhdhr_{2E578514-E94D-45CE-A5A4-5B5AFC87633F},390,39004,399,114,553597.647466986,-75.12095853382961,39.27736660790743,0
11681,nhdhr_51447786,390,39009,65,187,553722.79705413,-116.82454404302686,48.459584824821995,761
4258,nhdhr_150436718,390,39004,321,150,554128.220376901,-84.82315413857175,43.76094378849746,257
5222,nhdhr_120019740,390,39004,240,166,554164.188402514,-94.92696281825762,45.84710734410671,381
3264,nhdhr_34108010,390,39009,315,102,554341.329715227,-85.50854322831759,37.81514754438031,163
8187,nhdhr_91574847,390,39004,246,152,554548.432391252,-94.22279365036331,44.1143260586436,294
7507,nhdhr_123272556,390,39004,234,180,554654.454543856,-95.63728398644469,47.50927751905395,409
7778,nhdhr_91683133,390,39004,257,163,554916.075366598,-92.85070382311527,45.396953526938525,271
7106,nhdhr_34133487,390,39004,250,158,555399.942175398,-93.69398903621969,44.867933983765106,286
9337,nhdhr_59746681,390,39004,248,171,555521.379206431,-93.96573922362873,46.48952863716009,363
3387,nhdhr_{C558999C-0B9B-4238-95DF-7767DE9270AC},390,39004,422,159,555706.15815179,-72.14756858369566,44.877930788293284,304
7100,nhdhr_91596049,390,39004,250,158,555739.754368787,-93.74173376271204,44.785898191340465,278
1378,nhdhr_107812795,390,39009,350,30,555818.343672353,-81.21402463983789,28.869022177281533,7
10985,nhdhr_125124650,390,39009,213,151,556581.547380094,-98.32951228128668,43.96104855502298,399
4834,nhdhr_155408580,390,39004,326,160,556607.1937497,-84.18021966975705,45.1248245901011,264
12006,nhdhr_141291781,390,39004,279,144,556622.863227893,-90.09162351969955,43.02689122345618,307
7242,nhdhr_{EB6C83D9-3B82-4F94-89C4-8392B83B1B23},390,39004,257,181,556860.437374163,-92.75367946077765,47.64063600431487,428
6580,nhdhr_80001549,390,39004,254,181,557004.356203896,-93.16984047841514,47.630621164215185,422
4187,nhdhr_155637493,390,39009,316,134,557346.2775707539,-85.40234531321923,41.85903538583467,258
3729,nhdhr_135909692,390,39009,427,144,557512.770155503,-71.57986165944087,43.01736388703268,82
4383,nhdhr_146646788,390,39004,332,141,557772.574649678,-83.43364105507467,42.733721959159176,294
11698,nhdhr_148503573,390,39004,58,180,557782.389198944,-117.68835908210218,47.570357705834176,730
4273,nhdhr_69885062,390,39004,281,169,557783.279369534,-89.8324486705815,46.12601274710222,488
10385,nhdhr_151897066,390,39004,364,86,557952.008180512,-79.46155466513224,35.780423949984424,164
2085,nhdhr_129758122,390,39009,324,40,557997.545186172,-84.39849736582937,30.114719925284373,6
6933,nhdhr_121836927,390,39004,233,179,558011.3695859261,-95.79948375494068,47.429678938739045,386
2918,nhdhr_121623851,390,39004,294,140,558024.0745033979,-88.13342884893231,42.537980878634784,228
10037,nhdhr_135999277,390,39009,423,143,558200.074240675,-72.09991693310883,42.95131498133699,401
5191,nhdhr_120018465,390,39004,235,174,558326.234636735,-95.56378277828009,46.86779522064079,446
11565,nhdhr_120021837,390,39009,316,129,558467.223822739,-85.42928064575584,41.24622797885811,274
11374,nhdhr_123128808,390,39004,379,106,558560.6609075529,-77.5539258019337,38.31451806056757,44
8722,nhdhr_120019724,390,39004,245,160,558571.898620527,-94.33725169108062,45.016074914657686,323
1266,nhdhr_68030435,390,39009,341,30,558586.493571349,-82.30210948218273,28.805811212470733,9
7520,nhdhr_86368127,390,39004,236,164,558841.942094192,-95.47057258530414,45.508578543045466,375
2622,nhdhr_48807022,390,39004,284,102,558871.045448611,-89.38133481937841,37.780117953675635,121
8050,nhdhr_82958537,390,39004,230,156,558945.258056372,-96.20348107055214,44.521423497574396,471
575,nhdhr_120654730,390,39009,161,117,559347.413238637,-104.77619183260799,39.63384324673315,1739
463,nhdhr_120819176,390,39009,156,123,559576.582859337,-105.4964635009863,40.37638990021821,2275
2817,nhdhr_121623078,390,39004,294,142,559620.12978278,-88.16828116233671,42.81697549461618,235
2030,nhdhr_112027751,390,39009,349,28,559799.673926,-81.33701531946123,28.53890747814442,29
2924,nhdhr_109983258,390,39009,295,139,560155.544390231,-88.05164083261147,42.42315122203456,233
987,nhdhr_129955003,390,39009,324,40,560325.104956244,-84.4214765712489,30.02410918675261,1
12356,nhdhr_{741422E3-D790-4D6A-BF7D-CE4C6BFC7684},390,39004,274,154,560442.002535045,-90.7229143698493,44.2900946515364,288
8090,nhdhr_86283031,390,39004,235,169,560605.825379665,-95.57896042687487,46.23504154408189,415
567,nhdhr_120671785,436,43600,162,129,560792.556682195,-104.64227443166372,41.126363371003045,1770
176,nhdhr_137045063,390,39004,124,71,560902.057151831,-109.4203207262748,33.908601746910854,2757
1302,nhdhr_78686415,390,39009,346,24,560904.477535988,-81.71070190943323,28.01505578160913,38
9377,nhdhr_47718729,390,39004,251,178,560914.488502371,-93.6102359650742,47.37435999174946,405
6990,nhdhr_120019643,390,39004,240,162,560947.4553300589,-94.99765965676113,45.30469406579857,361
6104,nhdhr_114542495,390,39004,272,183,560987.81880619,-90.9041417108385,47.90436663173403,547
4948,nhdhr_152517912,390,39004,312,139,561040.269148448,-85.90311825161514,42.426592373051406,219
5862,nhdhr_120019776,390,39004,248,169,561053.93388059,-93.88345648243236,46.12764060732031,389
3524,nhdhr_69932219,390,39004,365,115,561207.998760734,-79.36959713230026,39.415384799941705,739
2149,nhdhr_68083645,390,39004,345,25,561246.150413324,-81.84360523943016,28.169951050361988,42
3287,nhdhr_130704772,390,39004,267,49,561327.335497851,-91.59964892064518,31.133592927277853,14
9514,nhdhr_{AC03C0F2-2D44-4F50-8CF3-197E0EB7BF42},390,39004,264,167,561340.996126834,-91.99765558983006,45.9152650709914,305
5741,nhdhr_59806033,390,39004,236,175,561559.703800363,-95.42002356218636,46.989877398401525,470
7732,nhdhr_80003791,390,39004,254,178,561802.455816076,-93.23922668755682,47.33562466884906,412
3632,nhdhr_135910322,390,39009,425,143,561927.171710238,-71.76515972758375,42.98353401225113,193
7597,nhdhr_45338765,390,39004,244,159,562242.603036745,-94.4201571835677,44.954800581856496,327
4814,nhdhr_155640881,390,39009,318,132,562278.733245907,-85.21799812987156,41.59747560961142,281
1069,nhdhr_68087773,390,39009,345,27,562319.72409702,-81.84865572725911,28.477541896292315,32
11144,nhdhr_78837693,390,39009,110,116,562435.142326348,-111.23675146785826,39.580555247423284,2687
6632,nhdhr_120020455,390,39004,259,178,562835.404001451,-92.55398269769024,47.288866305200564,407
4307,nhdhr_110736461,390,39004,294,169,563406.023925016,-88.15051786180862,46.1736247140723,422
7661,nhdhr_90769899,390,39004,249,181,563407.798946375,-93.78238522421272,47.67756993943471,416
9793,nhdhr_148189754,390,39004,180,134,563472.942567631,-102.4132134116088,41.752586189365736,1159
9677,nhdhr_64900827,390,39004,85,189,563618.60023948,-114.30131381998342,48.70527370473045,1252
1329,nhdhr_112046215,390,39009,347,21,563819.160967303,-81.50737902596023,27.64696654591808,28
1220,nhdhr_127396849,390,39004,332,44,564140.870380396,-83.43068917033546,30.5338902231738,33
9684,nhdhr_136325071,390,39004,90,190,564718.05807695,-113.67566722645523,48.78102700179165,1488
12124,nhdhr_157358271,390,39004,282,154,564728.794360109,-89.74039569409749,44.36529787237935,309
4987,nhdhr_155638611,390,39009,318,133,564747.640874977,-85.20221079299722,41.728857328094,286
9701,nhdhr_60175584,390,39004,79,190,564928.065444741,-115.00389677635786,48.800363454380175,967
3797,nhdhr_70332035,390,39004,282,167,565007.050617496,-89.70770540072421,45.93852933128644,493
9623,nhdhr_55321645,390,39009,122,161,565221.414874946,-109.64325948674394,45.195846195820046,1893
12160,nhdhr_75661225,390,39004,286,153,565299.253068399,-89.16928752360296,44.21266939091037,269
4740,nhdhr_157068641,390,39004,318,139,565336.765930056,-85.24697030622207,42.48683131382928,276
8080,nhdhr_120018572,390,39004,234,172,565447.065996718,-95.72350180895205,46.52280170687116,406
1358,nhdhr_107777609,390,39009,348,29,565895.123744944,-81.37504123880163,28.65532625550919,19
3577,nhdhr_136017803,390,39009,423,141,565917.6038070361,-72.1031227280807,42.733427918709275,268
500,nhdhr_136496843,390,39009,149,98,565993.660248279,-106.29423784701572,37.363169562602685,2600
7576,nhdhr_120019550,390,39004,242,180,566269.38996136,-94.64330071140422,47.60055894441032,399
4272,nhdhr_69886372,390,39004,280,168,566595.466485917,-89.87644484454634,46.033596972246535,485
9448,nhdhr_120020992,390,39004,255,173,566772.246559029,-93.04185255449872,46.65759047358196,394
7618,nhdhr_45727018,390,39004,246,162,566796.9462301771,-94.19244497111771,45.34290576289,322
1843,nhdhr_138371488,436,43600,357,10,566999.525606325,-80.2585306758041,26.33918046939866,2
3846,nhdhr_44364212,390,39009,312,169,567155.038875142,-85.88600845257196,46.20942198180815,214
6087,nhdhr_120019263,390,39004,270,182,567193.518711713,-91.23499097585292,47.768056164467794,478
10469,nhdhr_136643318,390,39009,356,93,567392.158655414,-80.38883566367619,36.677727462988756,821
2152,nhdhr_112662800,390,39009,345,27,567689.925754149,-81.78936823111646,28.482062527499565,30
171,nhdhr_132788982,390,39009,107,78,567747.945468329,-111.51832385996158,34.77873390799829,2048
9117,nhdhr_45338383,390,39004,249,159,567794.9502844589,-93.78336886284895,44.98030807921115,278
6334,nhdhr_86366861,390,39004,234,165,567912.3048848261,-95.64590641695798,45.67483458413762,371
11633,nhdhr_108067511,390,39009,23,154,568182.641396465,-122.04607694890645,44.31748393357427,793
8044,nhdhr_120018378,390,39004,229,155,568200.955805605,-96.29477058342293,44.422958536100175,522
10542,nhdhr_31406707,390,39009,370,89,568248.755571686,-78.70295772180927,36.13506361172427,84
234,nhdhr_139071356,390,39004,127,70,568345.164603151,-109.09097593881695,33.83034318741303,2403
9298,nhdhr_120018970,390,39004,244,176,568444.316823598,-94.44684204479694,47.06209772478021,394
6059,nhdhr_111727325,390,39004,263,171,568629.220100533,-92.04486592374134,46.47407067954939,363
715,nhdhr_122956184,390,39010,414,133,568654.064972661,-73.14605732633636,41.68214464142494,198
11575,nhdhr_155351478,390,39009,314,130,569124.429230264,-85.66664462381256,41.260476358940174,256
8078,nhdhr_82552960,390,39004,234,169,569369.811735988,-95.72581719753201,46.172263272475156,398
5906,nhdhr_59745649,390,39004,251,173,569388.256894391,-93.54467900169985,46.625144391061724,369
6340,nhdhr_86273973,390,39004,235,174,569678.666133964,-95.55105454986231,46.85571074086401,447
9725,nhdhr_60175760,390,39004,81,189,569691.4521291261,-114.85840245602782,48.73469763810881,914
8139,nhdhr_45380484,390,39004,240,166,569768.502429891,-94.88934413843457,45.79846431704966,384
9922,nhdhr_135999628,390,39009,423,142,570211.3851615121,-72.03772532534599,42.772422778488185,306
11545,nhdhr_{20e52ba4-e5d2-4baa-b77e-7d67bce868dc},390,39009,312,128,570228.262226374,-85.90200171033295,41.081242660974205,261
9154,nhdhr_80995977,390,39004,264,184,570247.961808494,-91.88838338288498,48.090160104346715,439
2723,nhdhr_49236045,390,39004,289,101,570266.066405198,-88.76009249070904,37.66575154806065,125
5808,nhdhr_167258113,390,39004,245,172,570498.306000376,-94.33160221137724,46.52252399420771,364
12008,nhdhr_77358032,390,39004,279,167,570945.744364027,-90.03332890805723,45.93236303332275,472
4773,nhdhr_70332631,390,39004,285,166,571329.3412921879,-89.30127068831669,45.86594306990329,501
2824,nhdhr_109984082,390,39009,296,138,571742.589011451,-87.9966317872273,42.350310878043615,237
7112,nhdhr_120018102,390,39004,250,159,572999.410026862,-93.67474927066698,44.93309514837182,283
3502,nhdhr_120022942,390,39004,393,120,573383.454908296,-75.86404974993847,40.112243078072076,187
9383,nhdhr_81639397,390,39004,251,164,573578.217501506,-93.54983727685035,45.573421647334825,293
6379,nhdhr_120018205,390,39004,241,160,573620.306464116,-94.81387723233541,45.07990566507924,343
2905,nhdhr_143250723,390,39004,290,141,574271.9601844329,-88.68204132650335,42.72677642591563,274
7898,nhdhr_114540013,390,39004,276,184,574741.252586365,-90.41129900422779,48.04253495633625,524
9021,nhdhr_120020627,390,39004,274,182,574838.985166649,-90.68349446647609,47.86052915229165,553
9186,nhdhr_114336457,390,39004,231,166,575421.562732026,-96.08957945637972,45.77902752160594,325
10747,nhdhr_{FFE1D648-C3F2-4A47-8C43-006D72D4E892},390,39004,178,187,575448.822620714,-102.74401838137452,48.459990122095185,652
5702,nhdhr_86274749,390,39004,232,174,575568.837008859,-95.88113307799507,46.80317049287111,407
7486,nhdhr_120018594,390,39004,232,171,576233.1881829429,-95.97241974529507,46.44712630255419,418
3508,nhdhr_120023433,390,39004,370,118,576775.508455622,-78.67581604171355,39.75410699274761,315
8268,nhdhr_90769035,390,39004,250,182,576804.39495031,-93.63496287901668,47.77820108307785,405
10798,nhdhr_58373235,390,39004,342,113,577184.563340505,-82.19384149699162,39.24989669233824,227
4144,nhdhr_{2BB8401C-3C56-4F1F-8B90-0B76836D183B},390,39004,286,166,577272.970542106,-89.16390146471382,45.81342399384925,495
3629,nhdhr_136890767,390,39009,423,145,577377.296246486,-72.12067286531237,43.16780424958853,482
5425,nhdhr_120020480,390,39004,258,176,577483.933612819,-92.63819561143384,47.00179358060035,400
12226,nhdhr_77358896,390,39004,276,165,577506.950962259,-90.41054539219523,45.7223408202134,445
1362,nhdhr_107807489,390,39009,349,28,578062.334893492,-81.35459048643781,28.57697183330862,21
9591,nhdhr_128376625,390,39004,293,85,578310.572332514,-88.32043325480042,35.67871400734665,131
3032,nhdhr_121629760,390,39004,252,149,578413.145661607,-93.39280643291868,43.665248238054936,369
12258,nhdhr_76157271,390,39004,295,160,578743.914576657,-88.11587862951546,45.048429724417964,217
5475,nhdhr_{B7F0A5A6-E9E7-4662-92B2-BF213468D133},390,39004,265,184,578807.292356759,-91.77128754645035,48.052019096809,397
