,Unnamed: 0,site_id,FType,FCode,x,y,area_m2,lon,lat,elevation,log_area,cluster,3fold_fold,5fold_fold
17,10131,nhdhr_61762185,390,39004,403,129,39631.569658041,1.6116532296471942,-0.06637799246908717,305,-1.5842504948377505,15,1,3
18,6711,nhdhr_114545041,390,39004,271,180,39674.8469198346,-0.06448899537392251,0.9176798010895971,534,-1.5835810192625848,2,1,0
19,1652,nhdhr_129755296,390,39004,326,43,39693.9743372705,0.6287456875194124,-1.748092039712631,19,-1.5832853612452609,1,2,1
20,4349,nhdhr_155642096,390,39009,317,132,39797.5699975714,0.5172210150829557,-0.026021658501300515,283,-1.5816865245010052,13,1,1
21,9796,nhdhr_148191482,390,39004,202,154,39816.6777550116,-0.9419972377696293,0.4103294122269162,578,-1.5813920808608446,2,0,1
22,10939,nhdhr_152804873,390,39009,346,70,39819.756256666,0.8873666117626023,-1.2144885854860334,188,-1.5813446554793609,1,2,1
23,11411,nhdhr_96070303,390,39004,231,59,39838.6432130579,-0.570332299248206,-1.4297585974923133,115,-1.5810537756171381,13,0,2
24,984,nhdhr_122169687,390,39009,315,44,39848.7755874544,0.4936354506761668,-1.7187844341823573,65,-1.5808977827581219,1,0,3
25,115,nhdhr_63026399,390,39009,312,46,39946.6426430568,0.46020780691735386,-1.6871732803748665,19,-1.5793931100937415,1,1,4
26,12393,nhdhr_139259937,390,39004,295,153,39951.6844655126,0.24177850364995657,0.3832042750987289,255,-1.579315693669352,2,1,2
27,83,nhdhr_41218869,390,39004,301,44,40051.061672058,0.314249014787167,-1.7189939104529777,26,-1.5777917624725155,1,0,3
28,1901,nhdhr_58675579,390,39004,338,25,40105.816435093104,0.7899882036115357,-2.082521342564373,9,-1.5769537230993798,1,0,1
29,1223,nhdhr_133703000,390,39004,334,44,40163.8448721906,0.7351418891090038,-1.7155384124409079,41,-1.5760668269586362,1,2,4
30,944,nhdhr_112046427,390,39009,349,20,40174.9753316101,0.929296987763889,-2.181623628331313,32,-1.5758968575004906,1,1,0
31,1589,nhdhr_107742889,390,39004,348,29,40178.4208925832,0.9156799749331929,-2.0213149533851698,27,-1.5758442510561694,1,0,3
32,1736,nhdhr_112643304,390,39004,344,36,40178.7524977401,0.8571898030131541,-1.8789027322279728,21,-1.575839188383248,1,0,1
33,1777,nhdhr_112033425,390,39009,346,27,40209.2675838717,0.8887078300870821,-2.06080362015149,33,-1.5753734880647927,1,2,2
34,7320,nhdhr_114540959,390,39004,276,183,40219.4446059447,0.0012527598712101936,0.9779035805036761,596,-1.5752182519195033,2,2,1
35,847,nhdhr_78200607,436,43600,344,14,40257.4125625296,0.8566942473071041,-2.2992171493393903,5,-1.574639450623295,1,0,4
36,7776,nhdhr_91691379,390,39004,257,160,40258.855705265,-0.24669641972451264,0.5180224555233748,269,-1.574617461450319,2,2,4
37,1543,nhdhr_112647326,390,39009,346,27,40264.044590082005,0.8826773669615239,-2.056164267433466,34,-1.5745384048984659,1,2,0
38,1687,nhdhr_68758344,390,39004,339,25,40290.28084906,0.794519952103498,-2.0927067912308144,13,-1.5741388317409428,1,1,1
39,8056,nhdhr_114336515,390,39004,231,166,40312.9641901981,-0.5721997222991685,0.6341798361273913,326,-1.5737935785069057,2,0,4
40,11221,nhdhr_{48E6E3F2-BF7B-4314-9FA3-1CFAFD929DD2},390,39004,416,153,40333.076987626,1.7685146738399702,0.38903387639685943,453,-1.5734876128502362,15,2,0
41,894,nhdhr_107832143,390,39009,347,30,40356.2262029462,0.8977242583759774,-2.0005934382278627,42,-1.5731356445363918,1,1,4
42,10099,nhdhr_{22431A17-1807-4885-BFD8-2BF53521E448},390,39004,423,157,40384.8042137437,1.8611276890031587,0.4689821119958598,483,-1.5727014133883739,15,2,1
43,8301,nhdhr_34126462,390,39004,252,160,40396.571313329,-0.3006777168574023,0.5266273732321928,269,-1.572522706441865,2,1,4
44,2013,nhdhr_107742879,390,39009,348,29,40419.6321414895,0.9080232033021906,-2.017290770258311,25,-1.5721726325577385,1,1,0
45,880,nhdhr_112691380,390,39004,346,31,40462.879829064,0.8864822898832543,-1.973337324516862,20,-1.5715166511236498,1,0,4
46,1032,nhdhr_41964089,390,39004,340,25,40465.015852266,0.8093887516929552,-2.086039631379509,22,-1.5714842700708864,1,1,4
47,1533,nhdhr_117034847,436,43600,345,12,40469.422053597904,0.8722518996138733,-2.3343515781741853,4,-1.5714174796424627,1,1,2
48,1889,nhdhr_129754828,390,39004,326,43,40483.1117902771,0.6360683455416748,-1.7443752190483437,24,-1.571210013181759,1,2,3
49,3675,nhdhr_136693185,390,39009,439,135,40488.5483616772,2.0697394347356988,0.039997714204441585,3,-1.5711276419995008,15,0,0
50,51,nhdhr_62965803,390,39004,312,43,40521.9041889012,0.4607311344929037,-1.7436741632798984,14,-1.5706224994775748,1,2,2
51,2440,nhdhr_107779457,390,39009,350,31,40524.20172424991,0.9313930554239891,-1.979698044506224,13,-1.5705877207814893,1,2,4
52,7113,nhdhr_59747403,390,39004,250,171,40585.302841309196,-0.329543569547668,0.7405378513807989,387,-1.5696635319202148,2,0,1
53,11558,nhdhr_155351259,390,39009,314,130,40593.1070170477,0.4825701968592607,-0.05463294688588199,262,-1.5695455895780235,13,0,1
54,65,nhdhr_38952979,436,43600,301,47,40656.5952022802,0.31986034385520756,-1.6648528723230387,10,-1.5685869519540019,1,1,0
55,2089,nhdhr_129755477,390,39004,326,42,40657.2496531154,0.6373922982449157,-1.7522157984888285,13,-1.5685770778936867,1,0,3
56,6518,nhdhr_34129033,390,39004,251,160,40706.8096313253,-0.31975853291697937,0.5172015169681696,300,-1.5678298005778102,2,1,2
57,1239,nhdhr_58679405,390,39004,339,26,40719.6744294614,0.7910018479039796,-2.066202891225906,7,-1.5676359707797873,1,2,0
58,6725,nhdhr_114543887,390,39004,274,182,40720.1336121075,-0.031280751959214655,0.9421307613296253,504,-1.567629053553691,2,0,1
59,659,nhdhr_120819603,390,39004,154,122,40755.256294818595,-1.5435560408591127,-0.21655704262788186,3311,-1.5671001889440046,5,1,0
60,2430,nhdhr_112027929,390,39009,349,28,40756.1035039425,0.9217806806202989,-2.040953539715722,26,-1.567087437606754,1,0,3
61,1205,nhdhr_{EF4D04C6-7C6E-4F50-9C5E-34C39210A7EF},436,43600,316,44,40760.118116997204,0.5085825620882631,-1.7285356030584011,52,-1.567027017303913,1,2,1
62,2796,nhdhr_48806190,390,39004,287,102,40785.737093661,0.1366732286842921,-0.6052168746094915,129,-1.5666415894055736,13,1,3
63,2090,nhdhr_129754378,390,39004,327,43,40788.700839117206,0.6457679714461079,-1.7389044155944087,24,-1.5665970165911214,1,0,0
64,900,nhdhr_112029049,390,39004,347,27,40803.2420403836,0.9015034102174445,-2.0451399298812043,29,-1.5663783732467476,1,1,1
65,9296,nhdhr_72862729,390,39004,244,175,40819.8721525706,-0.41004281073899507,0.8232169876556354,428,-1.56612841626567,2,2,3
66,12071,nhdhr_76243212,390,39004,269,161,40846.491651643104,-0.09369901132603446,0.5494769292500048,339,-1.5657285268390466,2,2,1
67,11773,nhdhr_129045087,390,39004,24,184,40848.5208484312,-3.190123947778878,0.98989636383041,157,-1.5656980540735888,10,1,1
68,3415,nhdhr_150612812,390,39004,438,167,40866.3295615762,2.0446817900225445,0.6519373042585802,548,-1.565430682764973,15,1,2
69,1525,nhdhr_78643653,390,39004,344,24,40910.696793690295,0.862891305935236,-2.1089254435371974,38,-1.5647650812369667,1,0,0
70,10175,nhdhr_167296467,436,43600,400,127,40933.0473399907,1.5693665089092095,-0.1079970324294402,107,-1.5644300495293755,15,2,2
71,1230,nhdhr_113616531,390,39004,337,39,40963.1822906546,0.773064129296497,-1.8279860222268807,20,-1.5639786201263528,1,0,0
72,978,nhdhr_35361065,390,39004,310,42,40999.282164795295,0.43025356861578085,-1.7580238868060536,1,-1.5634382716219162,1,2,4
73,3083,nhdhr_36913486,390,39004,242,106,41028.684308267206,-0.42577046724712747,-0.5141646121831593,262,-1.562998527227486,13,2,2
74,1158,nhdhr_125971298,390,39004,349,32,41133.6478024414,0.9257244111520218,-1.9513134590909589,18,-1.5614312385204216,1,1,2
75,174,nhdhr_122507901,436,43600,120,61,41175.2480773255,-1.9787651716611017,-1.3902117635751805,2663,-1.5608111799600641,5,0,4
76,3599,nhdhr_{26FD46E6-DE81-4EFA-BC0D-784B5986876F},390,39004,415,144,41225.9639201779,1.7625575415653354,0.21360766306807727,719,-1.5600560992961634,15,1,0
77,5492,nhdhr_80997441,390,39004,269,184,41291.920897264,-0.09115567052716345,0.9827412119977096,446,-1.5590754900258386,2,0,1
78,1987,nhdhr_108150235,436,43600,346,43,41303.512402385495,0.8903647216981375,-1.7334333911373994,6,-1.5589033162337966,1,2,4
79,6683,nhdhr_81002459,390,39004,268,181,41315.662715576604,-0.10572430242391623,0.9400753892212654,495,-1.55872289407814,2,1,2
80,1911,nhdhr_58677805,390,39004,339,26,41363.354692153596,0.7995162520419564,-2.0681237894193134,17,-1.5580152199642783,1,1,3
81,1450,nhdhr_114969041,390,39004,333,38,41402.4853099436,0.7193611560168506,-1.8446832974365164,2,-1.5574351921017928,1,1,3
82,8106,nhdhr_86367951,390,39004,236,164,41411.4263563957,-0.5128200720508935,0.5977710248236648,374,-1.5573027371190562,2,0,3
83,1311,nhdhr_78686571,390,39009,346,24,41435.7905590069,0.8914941252628215,-2.1076005781565907,37,-1.5569419445888248,1,2,2
84,2463,nhdhr_136109854,390,39004,344,66,41435.81737283991,0.8649662253091702,-1.2984349076306936,31,-1.556941547638299,1,0,2
85,1681,nhdhr_68746532,390,39009,339,24,41470.5869629271,0.7925405398455091,-2.1045720534952403,9,-1.55642703652218,1,1,0
86,1807,nhdhr_112030197,390,39009,348,27,41490.939244050496,0.9070007792591182,-2.050902785266559,29,-1.5561260690124463,1,0,2
87,1585,nhdhr_112030063,390,39009,348,27,41612.0295463428,0.9142566043009842,-2.0517992767594713,29,-1.554338444183536,1,0,0
88,2419,nhdhr_112027985,390,39009,349,28,41619.3961519934,0.9188635514703647,-2.04130617666256,27,-1.5542298608087834,1,2,3
89,3723,nhdhr_136017695,390,39009,422,142,41628.4820863754,1.852549324091503,0.1692450843533875,322,-1.5540959610882186,15,1,1
90,69,nhdhr_120024007,390,39004,308,45,41635.6514815837,0.4109462262389545,-1.7047992457314567,52,-1.5539903260968024,1,0,0
91,27,nhdhr_40515775,436,43600,302,47,41660.3277503401,0.33109882651406475,-1.6702928588023858,65,-1.5536268810851757,1,2,0
92,9011,nhdhr_80993623,390,39004,271,185,41677.8262907825,-0.059090741470197244,1.0063677934277786,451,-1.5533692838474262,2,2,3
93,1343,nhdhr_112048319,390,39004,348,20,41681.2527119815,0.9126613187895634,-2.195732692060224,31,-1.5533188559237108,1,0,1
94,60,nhdhr_133132064,390,39004,319,47,41702.0748334825,0.5486967662573972,-1.664847859363985,27,-1.5530124980763542,1,2,1
95,160,nhdhr_120024425,390,39004,302,46,41704.5540976375,0.32696466440522537,-1.6746093843600516,56,-1.5529760306193752,1,1,0
96,3694,nhdhr_136691098,390,39009,439,135,41735.6143525913,2.0688258221464206,0.040910670888080314,2,-1.5525193494437444,15,1,4
97,1237,nhdhr_68787640,390,39004,338,22,41749.5507495776,0.7890834688927153,-2.155079758279084,8,-1.5523145520389738,1,1,3
98,2273,nhdhr_129756300,390,39004,324,42,41753.6391795948,0.612367003316171,-1.7582737430457531,16,-1.5522544849274391,1,0,2
99,1967,nhdhr_112640496,390,39011,345,29,41773.1611660048,0.8726544365115098,-2.0208296777458483,25,-1.5519677494605526,1,1,1
100,182,nhdhr_139049810,390,39004,104,68,41797.2991147563,-2.175545819954959,-1.2655432226108263,383,-1.5516134007758327,5,2,0
101,10119,nhdhr_167296357,390,39004,401,127,41821.7017612271,1.5784061079527145,-0.11960882745223131,177,-1.5512553742430526,15,1,2
102,8341,nhdhr_34133814,390,39004,255,158,41856.4556812756,-0.26442039236735126,0.4896230912353476,270,-1.5507458381411707,2,2,0
103,3453,nhdhr_151717764,390,39004,454,154,41862.2047417737,2.252810891541595,0.412740174193662,125,-1.550661590479607,15,1,4
104,7730,nhdhr_34131191,390,39004,253,159,41909.9258492887,-0.28620559285268227,0.5065194284761442,249,-1.549962723942203,2,2,3
105,1173,nhdhr_{2BECF7E1-3F97-4765-9390-51D7655C0DA8},436,43600,359,14,41911.6813818365,1.0478142205848917,-2.3037349470320563,1,-1.5499370296802086,1,2,3
106,2074,nhdhr_35358103,390,39004,307,43,41919.1988290893,0.3890472070576735,-1.7448499844726735,8,-1.5498270152609128,1,0,1
107,8215,nhdhr_59720465,390,39004,248,174,41957.155647374704,-0.3602597602476155,0.8021639118507681,401,-1.5492718356218689,2,1,2
108,1363,nhdhr_112027725,390,39009,349,28,41974.7211291273,0.9204885624111033,-2.0325140442928116,31,-1.5490150821153506,1,0,1
109,10758,nhdhr_145416586,390,39004,194,174,41984.5394959804,-1.0336354452598784,0.798762123719495,525,-1.5488716144940027,2,0,1
110,856,nhdhr_112657572,390,39004,344,30,42029.9694060436,0.866157523705116,-1.9918170051721331,20,-1.5482082215124713,1,0,3
111,827,nhdhr_41963605,390,39004,340,25,42046.8046737635,0.8117026738513258,-2.0908416271200374,19,-1.547962565589886,1,2,1
112,1971,nhdhr_112617772,390,39004,345,28,42069.0796506368,0.8738229009723929,-2.0379105750042865,29,-1.5476376859439944,1,2,0
113,12323,nhdhr_139261245,390,39004,296,148,42074.1825719089,0.2529559642708621,0.2888732621709314,258,-1.5475632842593277,2,1,1
114,2299,nhdhr_68792796,390,39004,339,24,42141.6314312629,0.8009174488017344,-2.1009814069516843,15,-1.546580712454101,1,0,2
115,8073,nhdhr_121544826,390,39004,232,174,42159.4593652554,-0.5553920122154732,0.804285042671326,419,-1.5463212640067399,2,1,0
116,1035,nhdhr_112630776,390,39009,341,37,42271.8048558906,0.8208474385356203,-1.86768879930708,24,-1.5446888291646605,1,2,0
117,11357,nhdhr_41381589,390,39009,368,107,42296.3476048931,1.1640543492845261,-0.5039540073770526,370,-1.5443327884848692,15,1,4
118,1559,nhdhr_78642013,390,39004,347,23,42300.2817639336,0.8945570426042753,-2.1265026049715856,34,-1.5442757350101215,1,0,4
119,113,nhdhr_40990223,390,39004,310,45,42300.396988452405,0.43311065088160217,-1.6950967279576028,74,-1.5442740640953365,1,1,0
120,2096,nhdhr_134532463,390,39004,336,43,42336.296901308,0.7580158028764804,-1.7509975962933155,26,-1.5437536872353375,1,2,3
121,2268,nhdhr_94f884c0-8319-4dd2-b43c-f04bcf49f281,390,39004,319,37,42354.7971344301,0.539921429407301,-1.8630773808498153,0,-1.5434856946915472,1,2,1
122,7470,nhdhr_86283475,390,39004,230,169,42365.7698788755,-0.5811123275639162,0.7022947813724119,315,-1.5433267999007394,2,1,3
123,1474,nhdhr_68758114,390,39004,340,25,42387.6156312674,0.8070036908485309,-2.094668387319366,19,-1.5430105770806153,1,0,0
124,7291,nhdhr_69543915,390,39004,267,171,42404.6741229557,-0.11203631301992173,0.7308030883013521,355,-1.5427637643726066,2,0,3
125,6,nhdhr_40517436,390,39010,303,45,42446.2986491767,0.3425744498679404,-1.71264800305585,8,-1.5421619317034505,1,1,2
126,2163,nhdhr_112690696,390,39004,346,31,42461.3063325193,0.8835334546106945,-1.9668823779446538,15,-1.5419450862515756,1,2,3
127,3537,nhdhr_{A7A62B65-C0C0-499A-AF4C-8D60AAA136F4},390,39004,415,142,42489.4402044741,1.7592491277151125,0.17789787363371004,723,-1.5415387874241957,15,1,4
128,6450,nhdhr_59724727,390,39004,246,173,42493.7212165296,-0.3742335977379669,0.7715008129143878,375,-1.5414769862375028,2,0,4
129,1253,nhdhr_68757984,390,39009,340,25,42507.5543414415,0.8055462068839071,-2.096724417245966,18,-1.5412773321960405,1,1,1
130,7762,nhdhr_34127045,390,39004,256,160,42513.5780909546,-0.25686924706172026,0.5234568954279192,281,-1.5411904114858754,2,0,0
131,3066,nhdhr_122933883,436,43621,268,149,42523.1725136936,-0.1014964606767672,0.30453510939385525,270,-1.5410519925706696,2,1,4
132,4359,nhdhr_155639814,390,39009,319,133,42523.883078830295,0.5477456124419625,-0.005878750014221975,325,-1.5410417424764118,13,1,1
133,1655,nhdhr_129753919,390,39009,326,44,42526.0934950579,0.6293356626632337,-1.7273640619498802,21,-1.5410098577196474,1,2,4
134,2165,nhdhr_108145785,436,43600,346,44,42587.3055792768,0.8855127995084846,-1.7321410420393348,6,-1.5401275449730065,1,2,2
135,10253,nhdhr_61786113,390,39004,404,129,42600.7563371062,1.6184564129256998,-0.07915446882876541,374,-1.5399338353189138,15,2,0
136,11188,nhdhr_79621283,390,39004,101,124,42606.0614390299,-2.214696695280845,-0.1805874879014347,1625,-1.5398574512774665,5,1,2
137,10153,nhdhr_64660466,390,39004,401,123,42661.9686640743,1.5792810050381512,-0.1975741427513768,100,-1.5390530643292664,15,0,2
138,7892,nhdhr_80995429,390,39004,275,184,42725.5960263181,-0.013528420751422179,0.9895698891271628,575,-1.5381388824287683,2,1,2
139,10268,nhdhr_29861595,390,39004,400,112,42742.121114019305,1.5740293796399214,-0.41040827475215025,1,-1.5379016768380842,15,2,3
140,552,nhdhr_120818886,390,39009,155,124,42746.1857415996,-1.5376817431707253,-0.18066038769081552,3380,-1.5378433461243375,5,0,0
141,10234,nhdhr_167740092,390,39004,405,127,42768.4902364984,1.6284799947336834,-0.10855044612459441,198,-1.5375233571647116,15,0,3
142,9018,nhdhr_114543365,390,39004,273,182,42799.8883508667,-0.03852090934525568,0.9533156251301772,530,-1.537073190294616,2,1,4
143,9198,nhdhr_86278023,390,39004,232,172,42919.3739902303,-0.5547426125385857,0.7611549181249591,404,-1.535363093022224,2,0,4
144,10059,nhdhr_{AEAC2200-91F2-465E-AB75-C5FC64C8BE4A},390,39004,424,156,42926.147617708,1.8757220622030177,0.4393764481604876,489,-1.5352662904467906,15,2,1
145,2082,nhdhr_114318741,390,39004,324,39,42929.8329204116,0.6019711603099235,-1.8194446675963518,0,-1.535213629839914,1,0,2
146,7833,nhdhr_{A5817043-A9EA-47F2-AB25-B7367B4CCD07},390,39004,264,184,42935.3938634656,-0.1504960831289735,0.9845784462164927,433,-1.5351341760947097,2,2,2
147,10775,nhdhr_149087508,390,39004,217,183,42950.0241862815,-0.7530232462684232,0.9804887518465955,432,-1.5349251898388263,2,0,2
148,10149,nhdhr_64665250,390,39004,400,124,42959.0749980584,1.5730536482562059,-0.16835116049013443,69,-1.5347959395221118,15,2,1
149,8312,nhdhr_37648469,390,39009,253,157,42981.2087105438,-0.28710627517812065,0.4754146229418624,304,-1.5344799732421632,2,1,1
150,8466,nhdhr_114540433,390,39004,281,183,42995.1939646527,0.0663097792189931,0.9788737750950157,386,-1.534280412853096,2,1,0
151,2442,nhdhr_112031643,390,39004,350,26,43038.2455793768,0.9349600236660547,-2.0638207283314407,20,-1.533666501815665,1,2,2
152,9370,nhdhr_45337711,390,39004,250,160,43079.1433411986,-0.3246730620211309,0.5207490309755404,292,-1.5330838729911798,2,2,3
153,168,nhdhr_85830528,390,39004,318,40,43240.8307011044,0.5299697346619476,-1.7956502709094484,8,-1.5307858809360761,1,0,1
154,10306,nhdhr_61786053,390,39004,404,129,43258.2114704438,1.6247033260486166,-0.07476172021916942,341,-1.5305393672987728,15,1,3
155,4521,nhdhr_150994769,390,39009,318,131,43271.08586248991,0.5316930698417672,-0.03519541352354338,291,-1.5303568320246308,13,2,2
156,10255,nhdhr_167762522,390,39009,405,123,43286.190730102404,1.6374521356058227,-0.19156295654866776,0,-1.5301427419219797,15,1,1
157,9767,nhdhr_88485766,390,39004,227,131,43322.7183267176,-0.6189819963857791,-0.036659962850180666,366,-1.5296253236014603,2,2,2
158,9903,nhdhr_149743050,390,39004,76,123,43324.318302853,-2.5350782865434534,-0.18839958571792048,2882,-1.5296026696984384,5,2,1
159,919,nhdhr_107791593,390,39009,348,32,43380.9977802765,0.90928044140612,-1.9607229180008279,13,-1.5288006899164817,1,0,1
160,11669,nhdhr_93069851,390,39009,23,150,43397.0113468692,-3.2062744623203376,0.33147181839747225,1425,-1.528574297623042,10,1,0
161,11780,nhdhr_148899869,390,39004,21,182,43403.2452293839,-3.2326941366408013,0.9452060141017162,121,-1.528486188505564,10,2,2
162,8351,nhdhr_91692261,390,39004,256,159,43411.0704040602,-0.24880734083153538,0.5037227289350522,278,-1.528375606123157,2,0,4
163,169,nhdhr_85825970,390,39009,318,47,43441.0503111549,0.5364733971433848,-1.6585338134651113,37,-1.5279521259140485,1,0,2
164,1943,nhdhr_83681787,390,39004,344,12,43453.0091652707,0.8565001243651482,-2.3425282717580993,0,-1.5277832830423177,1,1,4
165,1448,nhdhr_114961729,390,39009,331,39,43473.4278139919,0.692041790196579,-1.8119096790142677,8,-1.5274951066678728,1,0,4
166,593,nhdhr_128058170,390,39004,156,120,43476.368927566204,-1.5257991823738521,-0.24343688705872854,2692,-1.527453608734326,5,0,3
167,5367,nhdhr_34121856,390,39004,252,161,43488.8675954801,-0.29969912500567003,0.5439123829090042,256,-1.5272772888485167,2,0,3
168,1586,nhdhr_112028419,390,39009,348,27,43504.7744410867,0.9155251272301024,-2.0446978139836953,27,-1.5270529627497273,1,0,3
169,1881,nhdhr_122187194,390,39004,314,44,43505.5289420746,0.4859403724876565,-1.7293058809792303,16,-1.5270423244462286,1,1,1
170,449,nhdhr_120819521,390,39004,154,122,43574.0095961392,-1.5428965563036028,-0.21240791715026305,3116,-1.526077529285283,5,0,4
171,1797,nhdhr_{461A6D1F-D52F-4F51-965A-3F7F43A43757},390,39004,347,32,43580.2377026735,0.9001984407773698,-1.9495391512740579,11,-1.5259898593424734,1,0,0
172,1064,nhdhr_112663162,390,39004,345,32,43603.6177905649,0.8668530473334831,-1.9515348158083652,19,-1.525660861291312,1,2,3
173,1792,nhdhr_112043207,390,39009,347,22,43609.368993244105,0.8970701752189439,-2.1409989942611625,34,-1.5255799590115668,1,1,3
174,10264,nhdhr_29789891,390,39004,398,115,43630.3108345754,1.538430784053748,-0.3412614980611138,15,-1.5252854598543149,15,0,3
175,2354,nhdhr_112654738,390,39011,345,30,43645.6053094417,0.8764934241950002,-1.9900074283720781,19,-1.525070467307461,1,0,1
176,5436,nhdhr_107071658,390,39004,259,179,43684.7155234441,-0.21097729849098,0.8955215846096979,453,-1.5245210423136728,2,0,4
177,1290,nhdhr_112609682,390,39005,345,29,43686.3804709688,0.8685353839032445,-2.0054980473187274,23,-1.5244976638475816,1,2,3
178,2899,nhdhr_48789360,390,39004,285,104,43688.7095574755,0.11578496123793416,-0.5658945337661732,130,-1.524464961326864,13,0,0
179,438,nhdhr_128057580,390,39004,154,121,43721.697757147296,-1.541751983217138,-0.22693501391218923,3299,-1.5240019637293114,5,1,0
180,10132,nhdhr_25621692,390,39004,404,119,43871.4155952986,1.617310376815623,-0.26326303602562073,32,-1.5219050176954467,15,2,3
181,1374,nhdhr_107807531,390,39009,349,28,43886.537030935295,0.9295978161403139,-2.0297730658388873,18,-1.5216936250892281,1,2,2
182,6707,nhdhr_80995293,390,39004,271,184,43901.126823484905,-0.06924551308699957,0.9933598802319294,457,-1.5214897337046922,2,1,0
183,1709,nhdhr_134187998,436,43600,341,41,43905.3172338307,0.822548707720519,-1.771545796293681,46,-1.5214311855232252,1,1,2
184,2529,nhdhr_85083506,390,39004,298,135,43918.5216356544,0.2750746586717361,0.03228910898614671,183,-1.521246730891592,13,0,2
185,2106,nhdhr_68748190,390,39004,339,24,43959.8158758129,0.79302069592119,-2.118468703233758,1,-1.520670242024078,1,0,2
186,8417,nhdhr_81003831,390,39004,269,181,43981.3430565894,-0.09011312190953195,0.9262126769514804,553,-1.5203699261919057,2,1,2
187,1124,nhdhr_112034379,390,39004,348,26,43983.347456412404,0.9062585219346757,-2.068789911700215,21,-1.5203419712095163,1,1,0
188,8826,nhdhr_91595965,390,39004,251,158,43994.5289325444,-0.31997258035510645,0.48278970328625204,215,-1.5201860486644794,2,1,0
189,10245,nhdhr_26155388,390,39004,401,130,44026.1385798007,1.583504632445494,-0.060958746011275614,211,-1.5197454752808273,15,1,1
190,5196,nhdhr_123271575,390,39004,236,181,44038.857023064,-0.5133343413247409,0.9294699396654403,403,-1.5195682956108263,2,1,0
191,11275,nhdhr_{751DF507-02E9-4DAA-8A9E-3402460435C3},390,39004,415,152,44062.967143774,1.7559760742760087,0.36278789010622164,130,-1.5192325597428111,15,1,3
192,6014,nhdhr_91676391,390,39004,258,166,44138.387248888605,-0.22763776445650352,0.6413145284444733,280,-1.5181835120537972,2,2,2
193,1376,nhdhr_107805873,436,43600,349,31,44178.0119690858,0.9292727160957144,-1.9838445004444616,6,-1.5176330744064044,1,1,4
194,11149,nhdhr_83635603,436,43613,106,123,44185.8819912001,-2.1488670967242616,-0.18487517307193096,1944,-1.5175238085801228,5,1,2
195,1156,nhdhr_107806071,390,39009,349,31,44268.653502713,0.9246072696227785,-1.982446470036618,11,-1.5163758025934466,1,1,3
196,1112,nhdhr_112028119,390,39004,347,28,44280.806231519,0.8998934137686452,-2.039504430779374,35,-1.5162074301014479,1,0,4
197,7498,nhdhr_121840183,390,39004,233,177,44341.5555333197,-0.5410737905758435,0.8499233762441336,440,-1.5153664585871165,2,1,2
198,9039,nhdhr_114542663,390,39004,278,182,44341.6153822988,0.022547798310844337,0.9596557281814139,501,-1.5153656306472787,2,1,4
